% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=1104798, Fri May 23 11:21:17 2025, <python>{}</python>
1 6 0.42635134262319463 0 0 0.3895276867627167 0.3852208641287311
2 12 0.3000471765051431 0 0 0.25258291704987285 0.23367944671158694
3 18 0.3036041410759864 0 0 0.2618013500935294 0.23144791718497526
4 24 0.23973693656360273 0 0 0.1836276610127762 0.1595366548092674
5 30 0.1876416528176314 0 0 0.1307836775276815 0.1100007067535016
6 36 0.1559111262329364 0 0 0.10168944515301645 0.07980428950665677
7 42 0.11900856382118953 0 0 0.06364362071378415 0.05948586310862334
8 48 0.1082454867387168 0 0 0.055108010698616254 0.04983482447671035
9 54 0.08086820828159098 0 0 0.03511081503634802 0.03317747401769497
10 60 0.06340416489079835 0 0 0.024097747745168565 0.023159539762479794
11 66 0.0582327358573869 0 0 0.019927147767641012 0.020657836412205262
12 72 0.052511964384672254 0 0 0.015211681085359287 0.01917293307493917
13 78 0.041390897541970825 0 0 0.011495401147691276 0.012927501002509998
14 84 0.03621633662871593 0 0 0.00894981850219317 0.010648407719959032
15 90 0.03452994674771431 0 0 0.008095800550298893 0.009278827589107768
16 96 0.0290983308904307 0 0 0.006203891760487397 0.0072566071445837954
17 102 0.02228070743362659 0 0 0.004450106896220003 0.004682309554134701
18 108 0.020229939498654287 0 0 0.0037943573050058786 0.004017837511208573
19 114 0.01701608188375815 0 0 0.0027052460340110645 0.00328730934353586
20 120 0.016767726038482682 0 0 0.002832064552258405 0.0029120425243537966
21 126 0.018083738797072188 0 0 0.0026781718647954206 0.0032338993041642295
22 132 0.013733712139867803 0 0 0.001783994190287079 0.0022699594552650104
23 138 0.010617108571253843 0 0 0.0012043301234320285 0.0015900360308330713
24 144 0.010734140513590375 0 0 0.0012028119326136337 0.0015008901417332852
25 150 0.010193372270703625 0 0 0.0011265665518998221 0.001220711252969611
26 156 0.0076453905903408545 0 0 0.0007689030336030327 0.000797416029275511
27 162 0.007954073031846386 0 0 0.0009006323304326691 0.00073088146085544
28 168 0.006750930419157574 0 0 0.0006836024147815953 0.0005503175313363204
29 174 0.005130507832599914 0 0 0.0004194555432835401 0.0003929583396392582
30 180 0.003934449047176375 0 0 0.0002621709064574235 0.0002844205844028492
31 186 0.002855373419682155 0 0 0.0001639729050145614 0.00018885921131843407
32 192 0.0022160409028970604 0 0 0.00011304114811040524 0.0001333373676943748
33 198 0.0018287574594083806 0 0 8.485863844921391e-05 9.608498748675363e-05
34 204 0.0013232880133518827 0 0 5.183722336577445e-05 6.466986911070911e-05
35 210 0.001102986719502806 0 0 4.355488342621941e-05 4.1266133535616336e-05
36 216 0.0008628481653532952 0 0 3.2262715335292815e-05 2.6447048855245424e-05
37 222 0.0006638817728575352 0 0 2.1371108850678758e-05 1.7861736399998635e-05
38 228 0.0005724589433898603 0 0 1.7142215069707482e-05 1.3633267839933763e-05
39 234 0.0005023324960565565 0 0 1.2900995281774518e-05 1.168191813491386e-05
40 240 0.0003855012925312898 0 0 8.755683729154841e-06 8.199119335661003e-06
41 246 0.0003151556080942702 0 0 7.102066872617657e-06 5.530812082432027e-06
42 252 0.000329044633984426 0 0 6.868192481053269e-06 5.42773448645077e-06
43 258 0.0003323730040035339 0 0 6.512531564550654e-06 5.4331929212259155e-06
44 264 0.00042726283457544074 0 0 8.846153271164967e-06 7.561013738302293e-06
45 270 0.0004031522417527661 0 0 7.806100953982337e-06 6.127121252138673e-06
46 276 0.0003586614554218383 0 0 6.41305192833441e-06 5.065897834639524e-06
47 282 0.0002812019666406946 0 0 4.285557371063863e-06 3.6121052745347187e-06
48 288 0.00022260511276457514 0 0 2.869264609672888e-06 2.6116756574683533e-06
49 294 0.00016385455514757486 0 0 2.0231004179254075e-06 1.6156477519964984e-06
50 300 0.00014559529764740842 0 0 1.7970562180665426e-06 1.1846648306076826e-06
51 306 0.00016271316689682222 0 0 1.7908925170355605e-06 1.5143988001452979e-06
52 312 0.00012190354537216063 0 0 1.0766576588034647e-06 1.0031816057721744e-06
53 318 0.00010432078880202469 0 0 8.499204653576625e-07 7.901643704650065e-07
54 324 9.068191393029893e-05 0 0 6.536759047290609e-07 6.071191103347391e-07
55 330 7.516434681356342e-05 0 0 5.1494461450921e-07 4.546055541729454e-07
56 336 5.907691251249359e-05 0 0 3.450070889155847e-07 3.1244733992641174e-07
57 342 4.504473351848548e-05 0 0 2.5533871046283107e-07 1.9343997326483454e-07
58 348 3.867672334425682e-05 0 0 1.85609111846881e-07 1.4994649824069113e-07
59 354 3.597239936422362e-05 0 0 1.7135056176715955e-07 1.2692731555263687e-07
60 360 2.5895811121273306e-05 0 0 9.796644449755897e-08 8.580183005347399e-08
61 366 1.871773445850911e-05 0 0 6.289116506209571e-08 5.437534945267947e-08
62 372 1.5248325541243671e-05 0 0 4.081458287278669e-08 4.401767227746953e-08
63 378 1.5452826151677895e-05 0 0 4.094120865701157e-08 4.301670462749147e-08
64 384 1.3240251744367984e-05 0 0 3.478962831783132e-08 3.0485947345707166e-08
65 390 1.0694113994917126e-05 0 0 2.2323592067775792e-08 2.4603830960949543e-08
66 396 9.094366302128405e-06 0 0 1.8300284589785242e-08 1.663606670289699e-08
67 402 7.411399600979483e-06 0 0 1.2712425016263022e-08 1.2209124635044e-08
68 408 6.674626252161321e-06 0 0 1.1543462493450193e-08 1.0346428358104198e-08
69 414 5.035210344209251e-06 0 0 6.836270792972612e-09 7.737897639573831e-09
70 420 5.357736232047039e-06 0 0 7.121859769270553e-09 7.91710786404207e-09
71 426 4.422307852321285e-06 0 0 5.679050282422497e-09 5.285363870706273e-09
72 432 3.610070204352421e-06 0 0 4.286579377747512e-09 3.842700000765996e-09
73 438 3.5425842511470613e-06 0 0 4.027059998953406e-09 3.7971881489352684e-09
74 444 3.253520044795355e-06 0 0 3.875399240232669e-09 3.067753529264132e-09
75 450 2.5336726222725057e-06 0 0 2.4593562177726663e-09 2.105974278543308e-09
