% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1104798, Fri May 23 11:21:17 2025
1 6 0.059496649479692326 0.059496649479692326 0.059496649479692326 0.059496649479692326 0.9697955199526895 1.0293185364500592
2 12 0.059496649479692326 0.059496649479692326 0.059496649479692326 0.059496649479692326 0.9697955199526895 1.0293185364500592
3 18 -0.0753300659681124 -0.0753300659681124 -0.0753300659681124 -0.0753300659681124 0.9615975946475155 1.0369812273942631
4 24 -0.0753300659681124 -0.0753300659681124 -0.0753300659681124 -0.0753300659681124 0.9615975946475155 1.0369812273942631
5 30 0.003081164897066445 0.003081164897066445 0.003081164897066445 0.003081164897066445 0.9984582290225933 1.0015393975760845
6 36 0.003081164897066445 0.003081164897066445 0.003081164897066445 0.003081164897066445 0.9984582290225933 1.0015393975760845
7 42 -0.029241764413175896 -0.029241764413175896 -0.029241764413175896 -0.029241764413175896 0.9852706407819246 1.0145155318737984
8 48 -0.029241764413175896 -0.029241764413175896 -0.029241764413175896 -0.029241764413175896 0.9852706407819246 1.0145155318737984
9 54 -0.19748591915903574 -0.19748591915903574 -0.19748591915903574 -0.19748591915903574 0.8958315024830086 1.094296997692599
10 60 -0.19748591915903574 -0.19748591915903574 -0.19748591915903574 -0.19748591915903574 0.8958315024830086 1.094296997692599
11 66 -0.05531661159921235 -0.05531661159921235 -0.05531661159921235 -0.05531661159921235 0.9719482436841933 1.027286041762085
12 72 -0.05531661159921235 -0.05531661159921235 -0.05531661159921235 -0.05531661159921235 0.9719482436841933 1.027286041762085
13 78 -0.20566126207049487 -0.20566126207049487 -0.20566126207049487 -0.20566126207049487 0.8912568305093123 1.0980260753144684
14 84 -0.20566126207049487 -0.20566126207049487 -0.20566126207049487 -0.20566126207049487 0.8912568305093123 1.0980260753144684
15 90 -0.1270999908686386 -0.1270999908686386 -0.1270999908686386 -0.1270999908686386 0.934291180056497 1.0616496554271746
